review_id,review,rating,rating_derived_label,annotator_1,annotator_2,annotator_3,final_sentiment,Unnamed: 8,Unnamed: 9,Unnamed: 10,majority_label,full_agreement,requires_resolution
3607,"The truth is that in the USA in Queens they don't even let you sit in a drive tru, it's very ugly.",2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
12151,Newest but the slowest. Fifteen minutes at the drive through to get our meal.,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
3287,"McDonald's at a great location, and open 24/7, great especially when staying in a hotel close by.",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
8991,Customer service was in okay I wish I spoke a little Spanish it would have been better if you know what I'm saying,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
8351,Clean and fast,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
19309,Very slow they do mobile orders last even when you pay in app. They make you wait if go inside .,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
16352,"High volume drive thru, with heavy wait time. This McDonald's can't handle amount of people that here. If you want to wait a long time for the meal. Then you came to the right palce",2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
2503,Not clean place. Poor service.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
12115,Their food is excellent by day but mess up orders at night it seems like the best time to eat is in the morning,1,Negative,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
2533,"Family place,great food",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
8033,Fish sandwich had been sitting and was terrible. Had gone through drive up...and just threw it away.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
30927,Slow. Manager Melissa not smart with cash register as other employees so sad. Waste of time.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10166,"Wow what a McDonald's! This one has all of my favorite McDonald's menu items, like cheeseburgers, double cheeseburgers, Chicken McNuggets, Big Mac, milkshakes... My gosh they have got it all. Oh yeah, they have French fries, too! And milkshakes which taste exactly like McDonald's milkshakes. I expected that they would but you know it's always nice when things go according to plan. In conclusion, if you are ever in the mood for McDonald's food, then this location will fulfill that need A+!",5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
21531,Just at the drive thru but food was good and fast,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
17648,"Need more options, more",3,Neutral,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
13717,"Really, the biggest McDonald's. The food was good. Bought pizza, fries, and pasta. Kids liked it very much. If you are in Orlando, you should give a try here. Depending from where you drive from, it may be difficult to enter.",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
15293,Hteay,4,Positive,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
13854,If you haven't been here you need to see it!!! Updating Review this place is still very interesting definitely bringing the kids. food hasn't changed pizza is fantastic.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
25727,"This McDonald's is slow and they're always messing up your order..you go through the drive for fast service, only to have to wait 10 to 15 minutes for your food...AFTER you've already waited 10 minutes in line to pay..its ridiculous..",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
4631,It was ok,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
6561,Too crowded and not enough workers. The workers are so tired that they forget orders and screams to the customers.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10971,"Poor service! I played order first, I got the last ! They gave me sausage McMuffin without egg even though I paid the price with egg! Really really bad service!!!",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
471,Great service,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
7247,Only because of the lack of training is why only did one . So much n,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
11048,Cold food. Consistently given wrong order. Cashiers barely speak or understand English. This place is a joke. Avoid this location!,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
7339,Good coffee and good breakfast to star a good day,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
111,They tried to charge me for a piece of egg when I asked for a bacon egg and cheese McGriddle through the drive thru. I went inside and the manager tried to charge me when her employee never confirmed my order. All I said was sub bacon instead of the sausage and somehow the egg got taken off? I don,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10917,Worst service ever if it totally disrespected being disabled I have to be served outside window and they said no we can't do that and they forced me to go inside I'm asking where or just here's money I'll meet you outside they need threaten to call the police,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
19689,Check your bag,3,Neutral,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False
6310,"I was waiting in line with my six year old son who had to go to the bathroom. The security guard was sitting down talking to a customer, I knocked on the door and realized there was no one inside. So I asked him to open the door. He told me that if I did not have attitude he could do it faster. Then he opened the door and said Black people always have attitudes. He proceeded to curse at. I went to talk to the manager who pretty much ignored me and continued cooking French fries. I called the corporate number. This was by far the worse experience I have ever had in a McDonald",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
9592,The breakfast biscuit sandwiches are always good.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
14856,Very very slow drive thru,4,Positive,Negative,Negative,Negative,Negative,,,,Negative,True,False
14817,"Friendly customer service through drive thru service was great. Friendly, pleasant staff, offering fast service as well.",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
3311,I bought ice tea and big mac chicken sandwich,5,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
8126,If there was zero stars thry would get it. Awful service!,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
24966,"At least they finally renovated, so it doesn't feel like the 60s still.",3,Neutral,Positive,Negative,Positive,Positive,,,,Positive,False,False
15034,They forgot my chicken fingers damn,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
30777,"Unfortunately, for a ""fast food"" restaurant that is in proximity to massive convention hotels, they were very slow and never seemed to be ready for the rush!",3,Neutral,Negative,Neutral,Negative,Negative,,,,Negative,False,False
6053,I went late at night and they were out of a few things. Nothing I was trying to order though--quick and efficient. Be wary that NYC doesn't have deals on the McDonald's app like other cities do.,4,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
2670,Nice and clean!!,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
16492,"Cold burgers disgusting looking and tasting meat, the fries were the only",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
21519,"When I ordered my food and finished it after about 20 minutes, waited to use the restroom and someone had defecated all over the toilet and I nust about threw up and had to leave.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
16795,Great service. English speaking.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
4248,"Absolutely horrid customer service; and even though I have lower expectations for a McDonald's in food quality, this has particularly bare food taste and is often served sloppily. Eye contact is optional in their employee training, apparently.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
14949,Nice's Clean And Fast Drive Thru Service's,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
30855,Over priced based on location. Bring your own food if you are traveling from out of town or try somewhere else.,1,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
22695,Fast service but got our order wrong. Misstakes happen....,4,Positive,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
11214,worst macdonalds i have been to . normaly i don t leave a review because it s macdonalds. it s most of the time good but i m traveling as a teen for almost a year and come to the macdonalds almost daily and never seen a place this dirty and so non customer friendly . i walked in and ordered mac nuggets i payed with quarters because i had to get rid of mine change . the lady walked off out of nowhere and came back and said you haven,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14462,Ok good wasn't fresh,1,Negative,Negative,Positive,Neutral,Negative,,,,,False,True
25843,We spent more than half an hour in the drive through. One person is doing all the work. The ice cream machine is not working as well as the milk shake :(,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
24613,"If I could give this place a 0 star rating, I would. I work late and sometimes don t feel like cooking when I get home, so I stop at this McDonald s occasionally. But, 99% of the time they only take CASH! Which I ve never heard of in my entire life. Tonight at 12:25 am on 05/27 I was getting off of work, hungry. So, stopped at this awful place. WAITED for over 20 minutes in drive thru to just be tol",1,Negative,Negative,Negative,Negative,Neutral,,,,Negative,True,False
13654,"World's largest Mcdo, though doesn't seem that large inside. Since 6 out of 10 self order points were broken, the wait was very long before being able to order. The food was according to expectations.",3,Neutral,Neutral,Negative,Negative,Neutral,,,,Negative,False,False
16522,"Drive thru was fast with 3 point contact. Order taken in line, payment window then pick up window",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
18600,Very busy!,4,Positive,Neutral,Positive,Neutral,Negative,,,,Neutral,False,False
13001,Your service was excellent the employee Erica needs a raise because when I got there the lines were long and she cleared them out real fast thank you Erica,5,Positive,Positive,Positive,Positive,Negative,,,,Positive,True,False
20299,"For God s sakes, please make the cookies fresh and warm when a customer orders them & stop baking 2 dozen ahead of time a",2,Negative,Negative,Positive,Negative,Positive,,,,Negative,False,False
33252,"The food is good but the service is bad, nobody pays attention to you",2,Negative,Negative,Neutral,Negative,Neutral,,,,Negative,False,False
20618,There to buy gas only.,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
9063,It's okay it's not the best part of town a lot of homeless people and Drug dealers around I was just applying for a job if it's the day I'm thinking of it gets crowded a lot of Travelers it's clean you have to get permission to get into the bathrooms that sucks,3,Neutral,Neutral,Positive,Negative,Negative,,,,,False,True
19258,"NO SAUCE GIVEN!!! I ordered two bts meals and other things and extra bbq sauce but NOT ONE sauce was given. No cajun, sweet chili, or bbq. Had to eat the meals plain. :(",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10995,"Both English and Spanish staff. Very kind. The food is, you know, food from McDonald's, but the service and the restaurant are very good. Bathrooms were clean.",5,Positive,Positive,Positive,Positive,Negative,,,,Positive,True,False
30782,Drive through has issue with distinguishing double and normal hamburger,3,Neutral,Negative,Neutral,Negative,Neutral,,,,Negative,False,False
21152,"Luisa, the manager is great. She resolved an issue & went above & beyond what she was expected to do. Thanks for everything.",5,Positive,Positive,Positive,Positive,Negative,,,,Positive,True,False
20390,Always takes forever. They never smile and they re never that friendly. I ve gone at night when it,1,Negative,Negative,Neutral,Negative,Neutral,,,,Negative,False,False
26161,Honestly can't give a zero stars but I would if I could. This place was nasty. Dont know how they havent been shut down by health department.,1,Negative,Negative,Negative,Negative,Positive,,,,Negative,True,False
6386,my favorite part of the restaurant is the nice gentlemen worker who holds the door for you whenever you enter but he kinda smelly sometimes and i think he forgot his uniform at home,5,Positive,Neutral,Negative,Positive,Neutral,,,,,False,True
6726,Not bad. Could be cleaner.,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
4443,good place to stop by if you need to pee,2,Negative,Positive,Positive,Neutral,Positive,,,,Positive,False,False
17456,"Fast friendly service, nice job",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
7992,The service and food is horrible... too long to get my order,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
17314,"Newly renovated, it's all shiny and new. I like the self-ordering kiosks they're putting in McDonald's; speeds everything up once you get the hang of it. The chocolate shake had both vanilla and chocolate; I liked it that way but they really should get that fixed. Going back for a bacon big Mac.",4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
30892,"Small one inside Walmart,has a bit of a wait tho as not many staff and as you can imagine it's very busy!x",4,Positive,Neutral,Neutral,Negative,Neutral,,,,Neutral,False,False
8398,Another McDonald's,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
3128,"Me and my daughter had lunch, and loved it.",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
18341,Just not a friendly place to eat and u rise your prices during covid19 u should be a shame of yourself never again will I eat here again.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
21979,Pleasant and quick,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
11822,"You can enjoy eating in this place, I did not like eating outside the premises, besides the restrooms being closed",3,Neutral,Neutral,Negative,Negative,Negative,,,,Negative,False,False
1048,Great had just come from getting our great grandson a haircut,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
14890,I use the mobile app I've just pull up and park in the spot five minutes later I have my food,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
8136,Clean establishment. Friendly faces fresh food,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
13716,"Nope just nope. Stay away. Not worth your sanity at all. First it's packed. So very packed. When I went the game room up stairs with the huge play ground the air wasn't working, half of the games were broken, they are so short staffed there is no employee to redeem your tickets. The play area wasn't well cleaned at all and the bathrooms weren't kept up. I'm sure do to the fact they are so very busy and short staffed. The pizza was good and the peanut butter cake was good. But not worth the hype especially with all the craziness that was going among many other issues.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
17407,"They just need to make sure that the fries are hot....other then that, great customer service.",3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
7294,Got food poisoning from breakfast. Rude service inside the dining room.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
14437,Speedy service that is what you expect from a McDonald's,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
22645,"Crazy busy, downloaded the app for next time.",3,Neutral,Neutral,Negative,Neutral,Neutral,,,,Neutral,False,False
25851,"Pure and utter trash, was in line after ordering for about 40min just to get stale fries, and tried passing diet coke for coke. Very distinct taste. If you're wondering, Fyi there was no way out of the line",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
22431,"Wow, a NEW McDonald's right across from the beach in Waikiki. The real estate is a little more than some places so expect a slightly higher price but its still cheap compared to other places in the area. Nothing beats a soft serve ice cream on a hot day.",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
13398,Cheese was not melted in my cheese burger. French fries were good though,3,Neutral,Negative,Positive,Neutral,Neutral,,,,,False,True
20716,It's McDonald's..,4,Positive,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
6136,I had an awful experience at this location with one member of the security staff they hire to keep customers and employees,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
8813,This place is not 24hrs at all. They need to fix it. Been there a few times late or early and they signs saying use the ap but no one is in building and ap does not place order.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
22638,Food was regular McDonald but the store was super busy,3,Neutral,Neutral,Neutral,Neutral,Neutral,,,,Neutral,True,False
10718,Service slow. Good salty,4,Positive,Negative,Positive,Neutral,Positive,,,,,False,True
23970,The food is the same each week but it's not that good,3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
22123,Refreshments on the main street not far from the famous Welcome to Las Vegas sign. There is free parking and a great view of the beginning of Las Vegas. I must say that the food was tasty and everything was clean. Thanks,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
2702,Nice and clean,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
10691,Miami mcdonald s > any other mcdonald,4,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
8704,Friendly staff. Was even offered a position. Yet I could not accept due to my being homeless at the moment..,5,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
15690,"This place is so not worth!!!!everytime I stop by here, the food is never fully cooked!! and they have bad customer service!",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10508,Great bilingual customer service at the window. Clean restrooms,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
3329,Be ready to stand most of the time when you take dine in,3,Neutral,Neutral,Positive,Negative,Negative,,,,,False,True
5930,"I ordered a 6 piece chicken nuggets and when I get to my room I open the box to only find 4. They rip you off, check before you leave! Also, employees may follow you outside while saying insults towards you even if you patiently wait.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
9505,Horrible place to eat. Felt like I was in a homeless shelter kitchen restroom are filthy,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
7204,"Eh it's McDonald's, fries are good, sodas are priced right and the new double cheese burger is actially pretty good - for McDonald's.",1,Negative,Positive,Positive,Positive,Positive,,,,Positive,True,False
18271,"This McDonald's screws up 96% of the time! Tonight was the last straw. My husband ordered 2 large fries, 2 PLAIN McChickens, and 2 large drinks.....The drinks were great.....the rest was not even what he ordered and OLD. In the bag was a fillet o fish (which to my surprise was the only fresh thing), 2 medium 5 year old fries, and 2- 10 year old cheeseburgers...seriously, the cheeseburgers were so old the cheese was crusting. Where is the quality????? They don't care if people are upset and/or get food poisoning?? Granted my husband should have checked the bag before leaving, but he didn't think to (not surprised). I was definitely upset the order was wrong and said whatever and we were going to eat it because we basically got smaller fries, but an extra sandwich, but those CHEESEBURGERS were so horrendous that whoever put that order together should be fired because it was just wrong..meat and cheese was well past shelf life and the pics I upload will show it. Way to go McDonald's for providing POOR SERVICE yet again.",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
21445,"Ice cream machine was down for 2 days, not going to go back, just goto another McDonald's.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
19310,Always a bad experience at this McDonalds check your Oder before leaving guaranteed it,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10053,"quarter pound deluxe no cheese???? why? cant do job right? salt even have no fry. still ate. unpleased, i hate burger kung",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
16018,Thanks for being open,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
23182,"In a pinch, it's food. My burger was slipped all over the inside of the wrapper and floating in grease. I just ate the dry parts. My husband's chicken sandwich came without any of the toppings and completely drenched in mystery dressing. Fries were super old and had that old grease fishy taste. Sodas (coke and Dr Pepper) were next to flat. We were starving after a long hot day so, we just ate it and tried not to think about it.",1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
9517,Good people working together.,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
23357,"Great location, they",5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
8770,The girl taking my order at the counter had a few suggestions on ordering that saved us some money.,5,Positive,Positive,Negative,Positive,Positive,,,,Positive,False,False
16390,This McDonald's is garbage. Dirty. No soda. Only take orders from 1 of the 2 lanes. Nope.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
13117,Right in front of the WORLD FAMOUS Santa Monica Beach Pier!,5,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
28608,They were extremely slow.,2,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
15037,I eat breakfast here almost every day.,4,Positive,Positive,Neutral,Positive,Positive,,,,Positive,False,False
6399,I would never go back there!!! It was dirty and saw several drug deals while eating my food... Never Again!!!!!,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
32019,Is AT ver fast,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
3270,"Few deals, like everywhere in McDonald's..help, no matter is lousy",3,Neutral,Negative,Negative,Negative,Negative,,,,Negative,True,False
25536,They are really good people that work at this McDonald's they go out of their way to help. The place is very clean and we'll run,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
2156,Areas are generally clean and the staff are good natured.,3,Neutral,Positive,Positive,Positive,Positive,,,,Positive,True,False
20438,They don't know how to make a dang mcchicken,1,Negative,Negative,Neutral,Negative,Negative,,,,Negative,False,False
25096,The place is good. Accessible and fast service,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
21122,I ordered an egg muffin at 5:30 AM. I was expecting a fresh one. The bread was overly chewy so for some reason I opened it up and looked inside. There were dark clumps of matter in which I can only presume was dead chicken fetus.,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
31752,Best place for a great sausage mc muffin!!,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
31947,Fun theme,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
25014,Good fast food on the go!,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
20628,Fast food,4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
12079,Food was fresh and the staff was very polite. Only had to wait a bit.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
26217,Tax service great place dairy Queen easy access to drive through and walk up dinning,5,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
33280,"It's very good, during the day there are older Latina ladies who are very cool, but not at night and the place is not so nice. I'm surprised that McDonald's promotions in the USA are so bad.",4,Positive,Neutral,Positive,Neutral,Neutral,,,,Neutral,False,False
21216,"I will never go back this store again. Place mobile order for one ice coffee ONLY at 11 am, wait for 30 min then tell you they don t have it in system. After I show email receipt, they go back counter to check 3 times and finally say they found it (on the floor or what?) then another 15 waiting for nothing. Cashier keep saying I got other customer , we are working on your order",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
16709,Good location. Good food and service.,4,Positive,Positive,Positive,Positive,Positive,,,,Positive,True,False
23176,Worst experience ever long wait. Then when I got to window waited again. Till I literally had to ask WHY AM I STILL WAITING FOR MY FOOD. as bags were sitting right in front of me.. Total wait time at this McDonald's was like 20 mins. RIDICULOUS..,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10900,This location is Very rude and impatient. This place needs to be shut down or replace the employees. Simple. All of the female staff is RUDE ...,1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
10284,The slowest drive true that ever been. I was in line for about 20 and they were only 4 cars ahead of me,2,Negative,Negative,Positive,Negative,Negative,,,,Negative,False,False
8693,"My neighborhood McDonald's and it's meh... lack luster service especially inside. They gotta keep the drive through times down so the dining room service is at best a ""C"". The security people there are always pressuring people to leave. Its assumed you're homeless or a bum so security gives you a time in which you've got to go. Then there's the food. I suggest a 5 - 10 minute walk to Apollo Burger.",3,Neutral,Negative,Positive,Negative,Negative,,,,Negative,False,False
22970,"Terrible.... 1st- no cashier, they force us to use the non user friendly kiosk. 2nd- why ask us to take a table number if you don't deliver the food. 3rd- 6 dirty tables. Don't you forget they are many other fast food options....",1,Negative,Negative,Negative,Negative,Negative,,,,Negative,True,False
